season,phase,date,team,b2b,b2b_1st,b2b_2nd,x3in4,x4in5,x5in7
2013-14,RS,2013-11-15,San Antonio Spurs,No,No,No,No,No,No
2013-14,RS,2013-11-20,San Antonio Spurs,No,No,No,No,No,No
2013-14,RS,2013-11-22,San Antonio Spurs,Yes,Yes,No,No,No,No
2013-14,RS,2013-11-23,San Antonio Spurs,Yes,No,Yes,Yes,No,No
2013-14,RS,2013-11-25,San Antonio Spurs,No,No,No,Yes,No,No
2013-14,RS,2013-11-27,San Antonio Spurs,No,No,No,No,No,No
2013-14,RS,2013-11-29,San Antonio Spurs,Yes,Yes,No,No,No,No
2013-14,RS,2013-11-30,San Antonio Spurs,Yes,No,Yes,Yes,No,No
2013-14,RS,2013-12-02,San Antonio Spurs,No,No,No,Yes,No,No
2013-14,RS,2013-12-07,San Antonio Spurs,No,No,No,No,No,No
2013-14,RS,2013-12-10,San Antonio Spurs,Yes,Yes,No,No,No,No
2013-14,RS,2013-12-11,San Antonio Spurs,Yes,No,Yes,No,No,No
2013-14,RS,2013-12-13,San Antonio Spurs,Yes,Yes,No,Yes,No,No
2013-14,RS,2013-12-14,San Antonio Spurs,Yes,No,Yes,Yes,Yes,No
2013-14,RS,2013-12-16,San Antonio Spurs,No,No,No,Yes,No,Yes
2013-14,RS,2013-12-18,San Antonio Spurs,Yes,Yes,No,No,No,No
2013-14,RS,2013-12-19,San Antonio Spurs,Yes,No,Yes,Yes,No,Yes
2013-14,RS,2013-12-21,San Antonio Spurs,No,No,No,Yes,No,No
2013-14,RS,2013-12-23,San Antonio Spurs,No,No,No,No,No,No
2013-14,RS,2013-12-25,San Antonio Spurs,Yes,Yes,No,No,No,No
2013-14,RS,2013-12-26,San Antonio Spurs,Yes,No,Yes,Yes,No,No
2013-14,RS,2013-12-29,San Antonio Spurs,No,No,No,No,No,No
2013-14,RS,2013-12-31,San Antonio Spurs,No,No,No,No,No,No
2013-14,RS,2014-01-02,San Antonio Spurs,No,No,No,No,No,No
2013-14,RS,2014-01-04,San Antonio Spurs,No,No,No,No,No,No
2013-14,RS,2014-01-07,San Antonio Spurs,Yes,Yes,No,No,No,No
2013-14,RS,2014-01-08,San Antonio Spurs,Yes,No,Yes,No,No,No
2013-14,RS,2014-01-12,San Antonio Spurs,Yes,Yes,No,No,No,No
2013-14,RS,2014-01-13,San Antonio Spurs,Yes,No,Yes,No,No,No
2013-14,RS,2014-01-15,San Antonio Spurs,No,No,No,Yes,No,No
2013-14,RS,2014-01-17,San Antonio Spurs,No,No,No,No,No,No
2013-14,RS,2014-01-19,San Antonio Spurs,No,No,No,No,No,No
2013-14,RS,2014-01-22,San Antonio Spurs,No,No,No,No,No,No
2013-14,RS,2014-01-24,San Antonio Spurs,No,No,No,No,No,No
2013-14,RS,2014-01-26,San Antonio Spurs,No,No,No,No,No,No
2013-14,RS,2014-01-28,San Antonio Spurs,Yes,Yes,No,No,No,No
2013-14,RS,2014-01-29,San Antonio Spurs,Yes,No,Yes,Yes,No,No
2013-14,RS,2014-02-01,San Antonio Spurs,No,No,No,No,No,No
2013-14,RS,2014-02-03,San Antonio Spurs,No,No,No,No,No,No
2013-14,RS,2014-02-05,San Antonio Spurs,Yes,Yes,No,No,No,No
2013-14,RS,2014-02-06,San Antonio Spurs,Yes,No,Yes,Yes,No,No
2013-14,RS,2014-02-08,San Antonio Spurs,No,No,No,Yes,No,No
2013-14,RS,2014-02-10,San Antonio Spurs,No,No,No,No,No,No
2013-14,RS,2014-02-12,San Antonio Spurs,No,No,No,No,No,No
2013-14,RS,2014-02-18,San Antonio Spurs,Yes,Yes,No,No,No,No
2013-14,RS,2014-02-19,San Antonio Spurs,Yes,No,Yes,No,No,No
2013-14,RS,2014-02-21,San Antonio Spurs,No,No,No,Yes,No,No
2013-14,RS,2014-02-26,San Antonio Spurs,No,No,No,No,No,No
2013-14,RS,2014-02-28,San Antonio Spurs,No,No,No,No,No,No
2013-14,RS,2014-03-02,San Antonio Spurs,No,No,No,No,No,No
2013-14,RS,2014-03-04,San Antonio Spurs,No,No,No,No,No,No
2013-14,RS,2014-03-06,San Antonio Spurs,No,No,No,No,No,No
2013-14,RS,2014-03-08,San Antonio Spurs,No,No,No,No,No,No
2013-14,RS,2014-03-11,San Antonio Spurs,Yes,Yes,No,No,No,No
2013-14,RS,2014-03-12,San Antonio Spurs,Yes,No,Yes,No,No,No
2013-14,RS,2014-03-14,San Antonio Spurs,No,No,No,Yes,No,No
2013-14,RS,2014-03-16,San Antonio Spurs,No,No,No,No,No,No
2013-14,RS,2014-03-19,San Antonio Spurs,No,No,No,No,No,No
2013-14,RS,2014-03-21,San Antonio Spurs,Yes,Yes,No,No,No,No
2013-14,RS,2014-03-22,San Antonio Spurs,Yes,No,Yes,Yes,No,No
2013-14,RS,2014-03-24,San Antonio Spurs,No,No,No,Yes,No,No
2013-14,RS,2014-03-26,San Antonio Spurs,No,No,No,No,No,No
2013-14,RS,2014-03-28,San Antonio Spurs,Yes,Yes,No,No,No,No
2013-14,RS,2014-03-29,San Antonio Spurs,Yes,No,Yes,Yes,No,No
2013-14,RS,2014-03-31,San Antonio Spurs,No,No,No,Yes,No,No
2013-14,RS,2014-04-02,San Antonio Spurs,Yes,Yes,No,No,No,No
2013-14,RS,2014-04-03,San Antonio Spurs,Yes,No,Yes,Yes,No,Yes
2013-14,RS,2014-04-06,San Antonio Spurs,No,No,No,No,No,No
2013-14,RS,2014-04-08,San Antonio Spurs,No,No,No,No,No,No
2013-14,RS,2014-04-10,San Antonio Spurs,Yes,Yes,No,No,No,No
2013-14,RS,2014-04-11,San Antonio Spurs,Yes,No,Yes,Yes,No,No
2013-14,RS,2014-04-14,San Antonio Spurs,No,No,No,No,No,No
2013-14,RS,2014-04-16,San Antonio Spurs,No,No,No,No,No,No
2014-15,RS,2014-10-28,San Antonio Spurs,No,No,No,No,No,No
2014-15,RS,2014-10-31,San Antonio Spurs,No,No,No,No,No,No
2014-15,RS,2014-11-05,San Antonio Spurs,Yes,Yes,No,No,No,No
2014-15,RS,2014-11-06,San Antonio Spurs,Yes,No,Yes,No,No,No
2014-15,RS,2014-11-08,San Antonio Spurs,No,No,No,Yes,No,No
2014-15,RS,2014-11-10,San Antonio Spurs,Yes,Yes,No,No,No,No
2014-15,RS,2014-11-11,San Antonio Spurs,Yes,No,Yes,Yes,No,Yes
2014-15,RS,2014-11-14,San Antonio Spurs,Yes,Yes,No,No,No,No
2014-15,RS,2014-11-15,San Antonio Spurs,Yes,No,Yes,No,No,No
2014-15,RS,2014-11-17,San Antonio Spurs,No,No,No,Yes,No,No
2014-15,RS,2014-11-19,San Antonio Spurs,No,No,No,No,No,No
2014-15,RS,2014-11-21,San Antonio Spurs,Yes,Yes,No,No,No,No
2014-15,RS,2014-11-22,San Antonio Spurs,Yes,No,Yes,Yes,No,No
2014-15,RS,2014-11-26,San Antonio Spurs,No,No,No,No,No,No
2014-15,RS,2014-11-28,San Antonio Spurs,No,No,No,No,No,No
2014-15,RS,2014-11-30,San Antonio Spurs,Yes,Yes,No,No,No,No
2014-15,RS,2014-12-01,San Antonio Spurs,Yes,No,Yes,Yes,No,No
2014-15,RS,2014-12-03,San Antonio Spurs,No,No,No,Yes,No,No
2014-15,RS,2014-12-05,San Antonio Spurs,Yes,Yes,No,No,No,No
2014-15,RS,2014-12-06,San Antonio Spurs,Yes,No,Yes,Yes,No,Yes
2014-15,RS,2014-12-09,San Antonio Spurs,Yes,Yes,No,No,No,No
2014-15,RS,2014-12-10,San Antonio Spurs,Yes,No,Yes,No,No,No
2014-15,RS,2014-12-12,San Antonio Spurs,No,No,No,Yes,No,No
2014-15,RS,2014-12-14,San Antonio Spurs,Yes,Yes,No,No,No,No
2014-15,RS,2014-12-15,San Antonio Spurs,Yes,No,Yes,Yes,No,Yes
2014-15,RS,2014-12-17,San Antonio Spurs,No,No,No,Yes,No,No
2014-15,RS,2014-12-19,San Antonio Spurs,Yes,Yes,No,No,No,No
2014-15,RS,2014-12-20,San Antonio Spurs,Yes,No,Yes,Yes,No,Yes
2014-15,RS,2014-12-22,San Antonio Spurs,No,No,No,Yes,No,No
2014-15,RS,2014-12-25,San Antonio Spurs,Yes,Yes,No,No,No,No
2014-15,RS,2014-12-26,San Antonio Spurs,Yes,No,Yes,No,No,No
2014-15,RS,2014-12-28,San Antonio Spurs,No,No,No,Yes,No,No
2014-15,RS,2014-12-30,San Antonio Spurs,Yes,Yes,No,No,No,No
2014-15,RS,2014-12-31,San Antonio Spurs,Yes,No,Yes,Yes,No,Yes
2014-15,RS,2015-01-03,San Antonio Spurs,No,No,No,No,No,No
2014-15,RS,2015-01-06,San Antonio Spurs,No,No,No,No,No,No
2014-15,RS,2015-01-09,San Antonio Spurs,Yes,Yes,No,No,No,No
2014-15,RS,2015-01-10,San Antonio Spurs,Yes,No,Yes,No,No,No
2014-15,RS,2015-01-13,San Antonio Spurs,Yes,Yes,No,No,No,No
2014-15,RS,2015-01-14,San Antonio Spurs,Yes,No,Yes,No,No,No
2014-15,RS,2015-01-16,San Antonio Spurs,No,No,No,Yes,No,No
2014-15,RS,2015-01-18,San Antonio Spurs,No,No,No,No,No,No
2014-15,RS,2015-01-20,San Antonio Spurs,No,No,No,No,No,No
2014-15,RS,2015-01-22,San Antonio Spurs,Yes,Yes,No,No,No,No
2014-15,RS,2015-01-23,San Antonio Spurs,Yes,No,Yes,Yes,No,No
2014-15,RS,2015-01-25,San Antonio Spurs,No,No,No,Yes,No,No
2014-15,RS,2015-01-28,San Antonio Spurs,No,No,No,No,No,No
2014-15,RS,2015-01-31,San Antonio Spurs,No,No,No,No,No,No
2014-15,RS,2015-02-04,San Antonio Spurs,No,No,No,No,No,No
2014-15,RS,2015-02-06,San Antonio Spurs,No,No,No,No,No,No
2014-15,RS,2015-02-08,San Antonio Spurs,Yes,Yes,No,No,No,No
2014-15,RS,2015-02-09,San Antonio Spurs,Yes,No,Yes,Yes,No,No
2014-15,RS,2015-02-11,San Antonio Spurs,No,No,No,Yes,No,No
2014-15,RS,2015-02-19,San Antonio Spurs,Yes,Yes,No,No,No,No
2014-15,RS,2015-02-20,San Antonio Spurs,Yes,No,Yes,No,No,No
2014-15,RS,2015-02-23,San Antonio Spurs,No,No,No,No,No,No
2014-15,RS,2015-02-25,San Antonio Spurs,No,No,No,No,No,No
2014-15,RS,2015-02-27,San Antonio Spurs,Yes,Yes,No,No,No,No
2014-15,RS,2015-02-28,San Antonio Spurs,Yes,No,Yes,Yes,No,No
2014-15,RS,2015-03-04,San Antonio Spurs,No,No,No,No,No,No
2014-15,RS,2015-03-06,San Antonio Spurs,No,No,No,No,No,No
2014-15,RS,2015-03-08,San Antonio Spurs,No,No,No,No,No,No
2014-15,RS,2015-03-10,San Antonio Spurs,No,No,No,No,No,No
2014-15,RS,2015-03-12,San Antonio Spurs,No,No,No,No,No,No
2014-15,RS,2015-03-15,San Antonio Spurs,No,No,No,No,No,No
2014-15,RS,2015-03-17,San Antonio Spurs,Yes,Yes,No,No,No,No
2014-15,RS,2015-03-18,San Antonio Spurs,Yes,No,Yes,Yes,No,No
2014-15,RS,2015-03-20,San Antonio Spurs,No,No,No,Yes,No,No
2014-15,RS,2015-03-22,San Antonio Spurs,No,No,No,No,No,No
2014-15,RS,2015-03-24,San Antonio Spurs,Yes,Yes,No,No,No,No
2014-15,RS,2015-03-25,San Antonio Spurs,Yes,No,Yes,Yes,No,No
2014-15,RS,2015-03-27,San Antonio Spurs,No,No,No,Yes,No,No
2014-15,RS,2015-03-29,San Antonio Spurs,No,No,No,No,No,No
2014-15,RS,2015-03-31,San Antonio Spurs,Yes,Yes,No,No,No,No
2014-15,RS,2015-04-01,San Antonio Spurs,Yes,No,Yes,Yes,No,No
2014-15,RS,2015-04-03,San Antonio Spurs,No,No,No,Yes,No,No
2014-15,RS,2015-04-05,San Antonio Spurs,No,No,No,No,No,No
2014-15,RS,2015-04-07,San Antonio Spurs,Yes,Yes,No,No,No,No
2014-15,RS,2015-04-08,San Antonio Spurs,Yes,No,Yes,Yes,No,No
2014-15,RS,2015-04-10,San Antonio Spurs,No,No,No,Yes,No,No
2014-15,RS,2015-04-12,San Antonio Spurs,No,No,No,No,No,No
2014-15,RS,2015-04-15,San Antonio Spurs,No,No,No,No,No,No
2015-16,RS,2015-10-28,San Antonio Spurs,No,No,No,No,No,No
2015-16,RS,2015-10-30,San Antonio Spurs,No,No,No,No,No,No
2015-16,RS,2015-11-01,San Antonio Spurs,Yes,Yes,No,No,No,No
2015-16,RS,2015-11-02,San Antonio Spurs,Yes,No,Yes,Yes,No,No
2015-16,RS,2015-11-04,San Antonio Spurs,No,No,No,Yes,No,No
2015-16,RS,2015-11-07,San Antonio Spurs,No,No,No,No,No,No
2015-16,RS,2015-11-09,San Antonio Spurs,No,No,No,No,No,No
2015-16,RS,2015-11-11,San Antonio Spurs,No,No,No,No,No,No
2015-16,RS,2015-11-14,San Antonio Spurs,No,No,No,No,No,No
2015-16,RS,2015-11-16,San Antonio Spurs,No,No,No,No,No,No
2015-16,RS,2015-11-18,San Antonio Spurs,No,No,No,No,No,No
2015-16,RS,2015-11-20,San Antonio Spurs,Yes,Yes,No,No,No,No
2015-16,RS,2015-11-21,San Antonio Spurs,Yes,No,Yes,Yes,No,No
2015-16,RS,2015-11-23,San Antonio Spurs,No,No,No,Yes,No,No
2015-16,RS,2015-11-25,San Antonio Spurs,No,No,No,No,No,No
2015-16,RS,2015-11-27,San Antonio Spurs,Yes,Yes,No,No,No,No
2015-16,RS,2015-11-28,San Antonio Spurs,Yes,No,Yes,Yes,No,No
2015-16,RS,2015-11-30,San Antonio Spurs,No,No,No,Yes,No,No
2015-16,RS,2015-12-02,San Antonio Spurs,Yes,Yes,No,No,No,No
2015-16,RS,2015-12-03,San Antonio Spurs,Yes,No,Yes,Yes,No,Yes
2015-16,RS,2015-12-05,San Antonio Spurs,No,No,No,Yes,No,No
2015-16,RS,2015-12-07,San Antonio Spurs,No,No,No,No,No,No
2015-16,RS,2015-12-09,San Antonio Spurs,No,No,No,No,No,No
2015-16,RS,2015-12-11,San Antonio Spurs,Yes,Yes,No,No,No,No
2015-16,RS,2015-12-12,San Antonio Spurs,Yes,No,Yes,Yes,No,No
2015-16,RS,2015-12-14,San Antonio Spurs,No,No,No,Yes,No,No
2015-16,RS,2015-12-16,San Antonio Spurs,No,No,No,No,No,No
2015-16,RS,2015-12-18,San Antonio Spurs,No,No,No,No,No,No
2015-16,RS,2015-12-21,San Antonio Spurs,No,No,No,No,No,No
2015-16,RS,2015-12-23,San Antonio Spurs,No,No,No,No,No,No
2015-16,RS,2015-12-25,San Antonio Spurs,Yes,Yes,No,No,No,No
2015-16,RS,2015-12-26,San Antonio Spurs,Yes,No,Yes,Yes,No,No
2015-16,RS,2015-12-28,San Antonio Spurs,No,No,No,Yes,No,No
2015-16,RS,2015-12-30,San Antonio Spurs,No,No,No,No,No,No
2015-16,RS,2016-01-02,San Antonio Spurs,No,No,No,No,No,No
2015-16,RS,2016-01-04,San Antonio Spurs,No,No,No,No,No,No
2015-16,RS,2016-01-06,San Antonio Spurs,No,No,No,No,No,No
2015-16,RS,2016-01-08,San Antonio Spurs,No,No,No,No,No,No
2015-16,RS,2016-01-11,San Antonio Spurs,Yes,Yes,No,No,No,No
2015-16,RS,2016-01-12,San Antonio Spurs,Yes,No,Yes,No,No,No
2015-16,RS,2016-01-14,San Antonio Spurs,No,No,No,Yes,No,No
2015-16,RS,2016-01-17,San Antonio Spurs,No,No,No,No,No,No
2015-16,RS,2016-01-21,San Antonio Spurs,Yes,Yes,No,No,No,No
2015-16,RS,2016-01-22,San Antonio Spurs,Yes,No,Yes,No,No,No
2015-16,RS,2016-01-25,San Antonio Spurs,No,No,No,No,No,No
2015-16,RS,2016-01-27,San Antonio Spurs,No,No,No,No,No,No
2015-16,RS,2016-01-30,San Antonio Spurs,No,No,No,No,No,No
2015-16,RS,2016-02-01,San Antonio Spurs,No,No,No,No,No,No
2015-16,RS,2016-02-03,San Antonio Spurs,No,No,No,No,No,No
2015-16,RS,2016-02-05,San Antonio Spurs,Yes,Yes,No,No,No,No
2015-16,RS,2016-02-06,San Antonio Spurs,Yes,No,Yes,Yes,No,No
2015-16,RS,2016-02-09,San Antonio Spurs,Yes,Yes,No,No,No,No
2015-16,RS,2016-02-10,San Antonio Spurs,Yes,No,Yes,No,No,No
2015-16,RS,2016-02-18,San Antonio Spurs,Yes,Yes,No,No,No,No
2015-16,RS,2016-02-19,San Antonio Spurs,Yes,No,Yes,No,No,No
2015-16,RS,2016-02-21,San Antonio Spurs,No,No,No,Yes,No,No
2015-16,RS,2016-02-24,San Antonio Spurs,Yes,Yes,No,No,No,No
2015-16,RS,2016-02-25,San Antonio Spurs,Yes,No,Yes,No,No,No
2015-16,RS,2016-02-27,San Antonio Spurs,No,No,No,Yes,No,No
2015-16,RS,2016-03-02,San Antonio Spurs,Yes,Yes,No,No,No,No
2015-16,RS,2016-03-03,San Antonio Spurs,Yes,No,Yes,No,No,No
2015-16,RS,2016-03-05,San Antonio Spurs,No,No,No,Yes,No,No
2015-16,RS,2016-03-07,San Antonio Spurs,Yes,Yes,No,No,No,No
2015-16,RS,2016-03-08,San Antonio Spurs,Yes,No,Yes,Yes,No,Yes
2015-16,RS,2016-03-10,San Antonio Spurs,No,No,No,Yes,No,No
2015-16,RS,2016-03-12,San Antonio Spurs,No,No,No,No,No,No
2015-16,RS,2016-03-15,San Antonio Spurs,No,No,No,No,No,No
2015-16,RS,2016-03-17,San Antonio Spurs,No,No,No,No,No,No
2015-16,RS,2016-03-19,San Antonio Spurs,No,No,No,No,No,No
2015-16,RS,2016-03-21,San Antonio Spurs,No,No,No,No,No,No
2015-16,RS,2016-03-23,San Antonio Spurs,No,No,No,No,No,No
2015-16,RS,2016-03-25,San Antonio Spurs,Yes,Yes,No,No,No,No
2015-16,RS,2016-03-26,San Antonio Spurs,Yes,No,Yes,Yes,No,No
2015-16,RS,2016-03-28,San Antonio Spurs,No,No,No,Yes,No,No
2015-16,RS,2016-03-30,San Antonio Spurs,No,No,No,No,No,No
2015-16,RS,2016-04-02,San Antonio Spurs,No,No,No,No,No,No
2015-16,RS,2016-04-05,San Antonio Spurs,No,No,No,No,No,No
2015-16,RS,2016-04-07,San Antonio Spurs,Yes,Yes,No,No,No,No
2015-16,RS,2016-04-08,San Antonio Spurs,Yes,No,Yes,Yes,No,No
2015-16,RS,2016-04-10,San Antonio Spurs,No,No,No,Yes,No,No
2015-16,RS,2016-04-12,San Antonio Spurs,Yes,Yes,No,No,No,No
2015-16,RS,2016-04-13,San Antonio Spurs,Yes,No,Yes,Yes,No,Yes
2016-17,RS,2016-10-25,San Antonio Spurs,No,No,No,No,No,No
2016-17,RS,2016-10-27,San Antonio Spurs,No,No,No,No,No,No
2016-17,RS,2016-10-29,San Antonio Spurs,Yes,Yes,No,No,No,No
2016-17,RS,2016-10-30,San Antonio Spurs,Yes,No,Yes,Yes,No,No
2016-17,RS,2016-11-01,San Antonio Spurs,No,No,No,Yes,No,No
2016-17,RS,2016-11-04,San Antonio Spurs,Yes,Yes,No,No,No,No
2016-17,RS,2016-11-05,San Antonio Spurs,Yes,No,Yes,No,No,No
2016-17,RS,2016-11-09,San Antonio Spurs,No,No,No,No,No,No
2016-17,RS,2016-11-11,San Antonio Spurs,Yes,Yes,No,No,No,No
2016-17,RS,2016-11-12,San Antonio Spurs,Yes,No,Yes,Yes,No,No
2016-17,RS,2016-11-14,San Antonio Spurs,No,No,No,Yes,No,No
2016-17,RS,2016-11-16,San Antonio Spurs,No,No,No,No,No,No
2016-17,RS,2016-11-18,San Antonio Spurs,No,No,No,No,No,No
2016-17,RS,2016-11-21,San Antonio Spurs,No,No,No,No,No,No
2016-17,RS,2016-11-23,San Antonio Spurs,No,No,No,No,No,No
2016-17,RS,2016-11-25,San Antonio Spurs,Yes,Yes,No,No,No,No
2016-17,RS,2016-11-26,San Antonio Spurs,Yes,No,Yes,Yes,No,No
2016-17,RS,2016-11-29,San Antonio Spurs,Yes,Yes,No,No,No,No
2016-17,RS,2016-11-30,San Antonio Spurs,Yes,No,Yes,No,No,No
2016-17,RS,2016-12-02,San Antonio Spurs,No,No,No,Yes,No,No
2016-17,RS,2016-12-05,San Antonio Spurs,Yes,Yes,No,No,No,No
2016-17,RS,2016-12-06,San Antonio Spurs,Yes,No,Yes,No,No,No
2016-17,RS,2016-12-08,San Antonio Spurs,No,No,No,Yes,No,No
2016-17,RS,2016-12-10,San Antonio Spurs,No,No,No,No,No,No
2016-17,RS,2016-12-14,San Antonio Spurs,Yes,Yes,No,No,No,No
2016-17,RS,2016-12-15,San Antonio Spurs,Yes,No,Yes,No,No,No
2016-17,RS,2016-12-18,San Antonio Spurs,No,No,No,No,No,No
2016-17,RS,2016-12-20,San Antonio Spurs,No,No,No,No,No,No
2016-17,RS,2016-12-22,San Antonio Spurs,Yes,Yes,No,No,No,No
2016-17,RS,2016-12-23,San Antonio Spurs,Yes,No,Yes,Yes,No,No
2016-17,RS,2016-12-25,San Antonio Spurs,No,No,No,Yes,No,No
2016-17,RS,2016-12-28,San Antonio Spurs,No,No,No,No,No,No
2016-17,RS,2016-12-30,San Antonio Spurs,No,No,No,No,No,No
2016-17,RS,2017-01-01,San Antonio Spurs,No,No,No,No,No,No
2016-17,RS,2017-01-03,San Antonio Spurs,No,No,No,No,No,No
2016-17,RS,2017-01-05,San Antonio Spurs,No,No,No,No,No,No
2016-17,RS,2017-01-07,San Antonio Spurs,No,No,No,No,No,No
2016-17,RS,2017-01-10,San Antonio Spurs,No,No,No,No,No,No
2016-17,RS,2017-01-12,San Antonio Spurs,No,No,No,No,No,No
2016-17,RS,2017-01-14,San Antonio Spurs,No,No,No,No,No,No
2016-17,RS,2017-01-17,San Antonio Spurs,No,No,No,No,No,No
2016-17,RS,2017-01-19,San Antonio Spurs,No,No,No,No,No,No
2016-17,RS,2017-01-21,San Antonio Spurs,No,No,No,No,No,No
2016-17,RS,2017-01-23,San Antonio Spurs,Yes,Yes,No,No,No,No
2016-17,RS,2017-01-24,San Antonio Spurs,Yes,No,Yes,Yes,No,No
2016-17,RS,2017-01-27,San Antonio Spurs,No,No,No,No,No,No
2016-17,RS,2017-01-29,San Antonio Spurs,No,No,No,No,No,No
2016-17,RS,2017-01-31,San Antonio Spurs,No,No,No,No,No,No
2016-17,RS,2017-02-02,San Antonio Spurs,No,No,No,No,No,No
2016-17,RS,2017-02-04,San Antonio Spurs,No,No,No,No,No,No
2016-17,RS,2017-02-06,San Antonio Spurs,No,No,No,No,No,No
2016-17,RS,2017-02-08,San Antonio Spurs,No,No,No,No,No,No
2016-17,RS,2017-02-10,San Antonio Spurs,No,No,No,No,No,No
2016-17,RS,2017-02-12,San Antonio Spurs,Yes,Yes,No,No,No,No
2016-17,RS,2017-02-13,San Antonio Spurs,Yes,No,Yes,Yes,No,No
2016-17,RS,2017-02-15,San Antonio Spurs,No,No,No,Yes,No,No
2016-17,RS,2017-02-24,San Antonio Spurs,No,No,No,No,No,No
2016-17,RS,2017-02-26,San Antonio Spurs,No,No,No,No,No,No
2016-17,RS,2017-03-01,San Antonio Spurs,No,No,No,No,No,No
2016-17,RS,2017-03-03,San Antonio Spurs,Yes,Yes,No,No,No,No
2016-17,RS,2017-03-04,San Antonio Spurs,Yes,No,Yes,Yes,No,No
2016-17,RS,2017-03-06,San Antonio Spurs,No,No,No,Yes,No,No
2016-17,RS,2017-03-08,San Antonio Spurs,Yes,Yes,No,No,No,No
2016-17,RS,2017-03-09,San Antonio Spurs,Yes,No,Yes,Yes,No,Yes
2016-17,RS,2017-03-11,San Antonio Spurs,No,No,No,Yes,No,No
2016-17,RS,2017-03-13,San Antonio Spurs,No,No,No,No,No,No
2016-17,RS,2017-03-15,San Antonio Spurs,No,No,No,No,No,No
2016-17,RS,2017-03-18,San Antonio Spurs,Yes,Yes,No,No,No,No
2016-17,RS,2017-03-19,San Antonio Spurs,Yes,No,Yes,No,No,No
2016-17,RS,2017-03-21,San Antonio Spurs,No,No,No,Yes,No,No
2016-17,RS,2017-03-23,San Antonio Spurs,No,No,No,No,No,No
2016-17,RS,2017-03-25,San Antonio Spurs,No,No,No,No,No,No
2016-17,RS,2017-03-27,San Antonio Spurs,No,No,No,No,No,No
2016-17,RS,2017-03-29,San Antonio Spurs,No,No,No,No,No,No
2016-17,RS,2017-03-31,San Antonio Spurs,No,No,No,No,No,No
2016-17,RS,2017-04-02,San Antonio Spurs,No,No,No,No,No,No
2016-17,RS,2017-04-04,San Antonio Spurs,Yes,Yes,No,No,No,No
2016-17,RS,2017-04-05,San Antonio Spurs,Yes,No,Yes,Yes,No,No
2016-17,RS,2017-04-07,San Antonio Spurs,Yes,Yes,No,Yes,No,No
2016-17,RS,2017-04-08,San Antonio Spurs,Yes,No,Yes,Yes,Yes,Yes
2016-17,RS,2017-04-10,San Antonio Spurs,No,No,No,Yes,No,Yes
2016-17,RS,2017-04-12,San Antonio Spurs,No,No,No,No,No,No
2017-18,RS,2017-10-18,San Antonio Spurs,No,No,No,No,No,No
2017-18,RS,2017-10-21,San Antonio Spurs,No,No,No,No,No,No
2017-18,RS,2017-10-23,San Antonio Spurs,No,No,No,No,No,No
2017-18,RS,2017-10-25,San Antonio Spurs,No,No,No,No,No,No
2017-18,RS,2017-10-27,San Antonio Spurs,No,No,No,No,No,No
2017-18,RS,2017-10-29,San Antonio Spurs,Yes,Yes,No,No,No,No
2017-18,RS,2017-10-30,San Antonio Spurs,Yes,No,Yes,Yes,No,No
2017-18,RS,2017-11-02,San Antonio Spurs,Yes,Yes,No,No,No,No
2017-18,RS,2017-11-03,San Antonio Spurs,Yes,No,Yes,No,No,No
2017-18,RS,2017-11-05,San Antonio Spurs,No,No,No,Yes,No,No
2017-18,RS,2017-11-07,San Antonio Spurs,No,No,No,No,No,No
2017-18,RS,2017-11-10,San Antonio Spurs,Yes,Yes,No,No,No,No
2017-18,RS,2017-11-11,San Antonio Spurs,Yes,No,Yes,No,No,No
2017-18,RS,2017-11-14,San Antonio Spurs,Yes,Yes,No,No,No,No
2017-18,RS,2017-11-15,San Antonio Spurs,Yes,No,Yes,No,No,No
2017-18,RS,2017-11-17,San Antonio Spurs,No,No,No,Yes,No,No
2017-18,RS,2017-11-20,San Antonio Spurs,No,No,No,No,No,No
2017-18,RS,2017-11-22,San Antonio Spurs,No,No,No,No,No,No
2017-18,RS,2017-11-25,San Antonio Spurs,No,No,No,No,No,No
2017-18,RS,2017-11-27,San Antonio Spurs,No,No,No,No,No,No
2017-18,RS,2017-11-29,San Antonio Spurs,No,No,No,No,No,No
2017-18,RS,2017-12-01,San Antonio Spurs,No,No,No,No,No,No
2017-18,RS,2017-12-03,San Antonio Spurs,Yes,Yes,No,No,No,No
2017-18,RS,2017-12-04,San Antonio Spurs,Yes,No,Yes,Yes,No,No
2017-18,RS,2017-12-06,San Antonio Spurs,No,No,No,Yes,No,No
2017-18,RS,2017-12-08,San Antonio Spurs,Yes,Yes,No,No,No,No
2017-18,RS,2017-12-09,San Antonio Spurs,Yes,No,Yes,Yes,No,Yes
2017-18,RS,2017-12-12,San Antonio Spurs,No,No,No,No,No,No
2017-18,RS,2017-12-15,San Antonio Spurs,Yes,Yes,No,No,No,No
2017-18,RS,2017-12-16,San Antonio Spurs,Yes,No,Yes,No,No,No
2017-18,RS,2017-12-18,San Antonio Spurs,No,No,No,Yes,No,No
2017-18,RS,2017-12-20,San Antonio Spurs,Yes,Yes,No,No,No,No
2017-18,RS,2017-12-21,San Antonio Spurs,Yes,No,Yes,Yes,No,Yes
2017-18,RS,2017-12-23,San Antonio Spurs,No,No,No,Yes,No,No
