visitor,Opponent,Date,game_id,season,game_net_rating,win_percent_diff,games_played,net_rating_diff,score_diff,wins_vis,loss_vis,hollow_wind60_cent,hollow_wind50_cent,hollow_wind40_cent,hollow_wind30_cent,hollow_wind20_cent,wind_10_center,wind_40_hollow,wind_35_hollow,wind_30_hollow,wind_25_hollow,wind_20_hollow,wind_15_hollow,wind_10_hollow_5,wind_5_hollow,wind_7_hollow,wind_10_hollow,wind_2,wind_5,wind_7,wind_10,wind_15,wind_20,wind_25,wind_30,wind_35,wind_40
Cleveland Cavaliers,Atlanta Hawks,2017-03-03,21600913,2016-17,2.4,0.128248587570622,56,3.8,5,42,18,-2.1,-65.2,-29.5,92.7,76,-42.6,167.5,39.6,-2.1,-65.2,-21.1,75.1,12.4,33.9,10.3,2.1,-19.9,14,24.3,26.4,101.5,80.4,15.2,13.1,52.7,220.2
Memphis Grizzlies,Dallas Mavericks,2017-03-03,21600914,2016-17,-3.1,0.190163934426229,57,3.5,-4,36,26,51.8,22,-36.5,55.8,61.5,3.6,26.1,-27.4,51.8,22,-67.4,28.7,15,-2,-14.1,29.1,21.3,19.3,5.2,34.3,63,-4.39999999999999,17.6,69.4,42,68.1
Miami Heat,Orlando Magic,2017-03-03,21600911,2016-17,-10.2,0.0983606557377049,58,7.5,-11,28,34,-34.7,-28.8,139.1,173,95.7,169.3,-101.8,46.3,-34.7,-28.8,68.5,135.5,88.8,74.7,20.1,68.7,12.2,86.9,107,175.7,311.2,379.7,350.9,316.2,362.5,260.7
New York Knicks,Philadelphia 76ers,2017-03-03,21600909,2016-17,-3,0.0431693989071039,58,1.9,-3,25,37,-0.700000000000017,-15.6,31.6,62.8,-46.8,32.7,50.3,-22.4,-0.700000000000017,-15.6,7.7,25.8,18.4,-24,-11.5,29.9,45.1,21.1,9.6,39.5,65.3,73,57.4,56.7,34.3,84.6
Oklahoma City Thunder,Phoenix Suns,2017-03-03,21600916,2016-17,-6.4,0.262295081967213,57,6,-7,35,27,42.6,32.2,-60.9,86.8,131.7,59.4,72.3,3.2,42.6,32.2,-13.1,3.70000000000001,29.5,7,-28.6,58.1,25.6,32.6,4,62.1,65.8,52.7,84.9,127.5,130.7,203
San Antonio Spurs,New Orleans Pelicans,2017-03-03,21600917,2016-17,1.9,0.386218393998333,55,9.5,3,47,13,82.6,61,146.1,72.7,27.5,94.8,15.2,75,82.6,67.7,80.3,55.9,60.9,65.1,23,37.9,8.3,73.4,96.4,134.3,190.2,270.5,338.2,420.8,495.8,511
Toronto Raptors,Washington Wizards,2017-03-03,21600910,2016-17,9,-0.0200055570991943,57,2.6,8,37,25,5,-22.7,24.4,-55.1,7.8,-25.8,113,62.2,5,-22.7,-9.1,-67,-54.2,10.8,-32.2,-22,-19.1,-8.3,-40.5,-62.5,-129.5,-138.6,-161.3,-156.3,-94.1,18.9
Brooklyn Nets,Portland Trail Blazers,2017-03-04,21600926,2016-17,-13.1,-0.25,55,-5.9,-14,10,51,13.3,-96.8,-50.9,-115.5,-34.7,-26.4,-76.6999999999999,-2.70000000000002,13.3,-61.3,-68.1,-53,-15.9,-16.7,-2.4,-13.5,-2.4,-19.1,-21.5,-35,-88,-156.1,-217.4,-204.1,-206.8,-283.5
Cleveland Cavaliers,Miami Heat,2017-03-04,21600921,2016-17,-31.5,0.248387096774194,57,2.1,-28,42,19,33.1,-4,-61.3,27.1,-13.6,-62.5,134.6,45.6,33.1,-3.99999999999999,-18.2,-18.8,12,-28.7,17.5,-5.50000000000001,-20,-48.7,-31.2,-36.7,-55.5,-73.7,-77.7,-44.6,1,135.6
Detroit Pistons,Philadelphia 76ers,2017-03-04,21600919,2016-17,28.7,0.0983606557377049,56,4.1,30,30,32,-44.2,-14.6,24.3,70.3,9.40000000000001,-38.5,48.5,0.5,-44.2,-14.6,-13.3,69.7,23.8,-8.8,-10.1,33.9,6.9,-1.9,-12,21.9,91.6,78.3,63.7,19.5,20,68.5
Memphis Grizzlies,Houston Rockets,2017-03-04,21600924,2016-17,-13.9,-0.112903225806452,58,-5.2,-15,36,27,8.59999999999999,-39.2,-41.7,56.6,-18.5,-82.8,-51,-77.1,8.60000000000002,-39.2,-31.3,40.6,18.3,-57.9,-27.3,45.6,12.4,-45.5,-72.8,-27.2,13.4,-17.9,-57.1,-48.5,-125.6,-176.6
Minnesota Timberwolves,San Antonio Spurs,2017-03-04,21600925,2016-17,-7,-0.373497267759563,58,-8.3,-7,25,37,-62.1,-72.4,-88.7,-72.9,-76.7,-59.5,-76.1,-59,-62.1,-72.4,-66,-30.3,-17.1,-44.4,12.4,-29.5,36.3,-8.09999999999999,4.30000000000001,-25.2,-55.5,-121.5,-193.9,-256,-315,-391.1
Toronto Raptors,Milwaukee Bucks,2017-03-04,21600920,2016-17,-7.7,0.146774193548387,58,4.5,-7,37,26,-71.6,39.7,112.1,115.8,21.1,5.4,105.2,26.5,-71.6,39.7,57.5,53.6,-42.1,23.3,-41.7,-0.400000000000001,19.2,42.5,0.800000000000001,0.399999999999999,54,111.5,151.2,79.6,106.1,211.3
Boston Celtics,Phoenix Suns,2017-03-05,21600929,2016-17,-4,0.32258064516129,59,7.8,-3,40,23,55.4,9.50000000000001,53.1,43.9,170.1,45.3,63.2,53.6,55.4,9.5,18.1,59.2,71.9,-44.3,37.1,34.8,36.3,-8,29.1,63.9,123.1,141.2,150.7,206.1,259.7,322.9
Golden State Warriors,New York Knicks,2017-03-05,21600928,2016-17,7.4,0.416446324695928,56,15,7,51,11,144,36.9,155.6,156.7,200.8,46.3,82.4,40.8,144,36.9,75.9,66.1,68,69.2,-0.299999999999999,68.3,-20.7,48.5,48.2,116.5,182.6,258.5,295.4,439.4,480.2,562.6
Indiana Pacers,Atlanta Hawks,2017-03-05,21600927,2016-17,0,-0.0491803278688524,58,0.5,1,32,30,16.2,-54,20.1,105.8,-20.9,-44.7,51.1,12.7,16.2,-54,-31.2,100,-72.4,-1.8,-20.7,-51.7,2.5,0.699999999999999,-20,-71.7,28.3,-2.9,-56.9,-40.7,-28,23.1
New Orleans Pelicans,Los Angeles Lakers,2017-03-05,21600933,2016-17,7.8,0.0806451612903226,59,4.6,8,25,38,36.2,-8.30000000000003,27.5,7.70000000000002,50.1,144.9,30.7,49.4,36.2,-8.3,60.1,0.999999999999993,-5.7,3.8,18.3,-24,62,65.8,84.1,60.1,61.1,121.2,112.9,149.1,198.5,229.2
Oklahoma City Thunder,Dallas Mavericks,2017-03-05,21600932,2016-17,-14.5,0.154680063458488,58,3.8,-15,35,28,-3.39999999999999,32.8,-12,2.2,46.5,61.4,55.5,-24.6,-3.4,32.8,-34.3,-47.5,-40.2,19.5,6.1,-46.3,-8.1,11.4,17.5,-28.8,-76.3,-110.6,-77.8,-81.2,-105.8,-50.3
Orlando Magic,Washington Wizards,2017-03-05,21600930,2016-17,-1.1,-0.229032258064516,59,-8.2,-1,23,40,-1.19999999999996,-63.8,-117.7,-143.8,-118.9,-57.4,-2.80000000000001,2.40000000000001,-1.19999999999999,-63.8,-77.2,-117.2,-116,-4.9,-63,-53,-1.9,-6.8,-69.8,-122.8,-240,-317.2,-381,-382.2,-379.8,-382.6
Utah Jazz,Sacramento Kings,2017-03-05,21600931,2016-17,-0.1,0.203067160232681,59,8.5,1,39,24,62.8,-9.90000000000001,88.6,91,145.8,81.3,45.7,29.9,62.8,-9.90000000000002,88.5,36.1,51.3,25.5,10.6,40.7,9.9,35.4,46,86.7,122.8,211.3,201.4,264.2,294.1,339.8
Brooklyn Nets,Memphis Grizzlies,2017-03-06,21600939,2016-17,11.8,-0.407494145199063,56,-7,13,11,51,-86.4,-69.1,-35.6,-72.3,-39.8,-97.5,-54.3,-28.1,-86.4,-69.1,-27.5,-90.6,-58,-40.5,-15,-43,-11.4,-51.9,-66.9,-109.9,-200.5,-228,-297.1,-383.5,-411.6,-465.9
Chicago Bulls,Detroit Pistons,2017-03-06,21600938,2016-17,-14.7,0.0161290322580645,59,1.7,-14,31,32,25.2,-0.999999999999993,86.3,72.6,17.5,-17.9,-86.7,36.3,25.2,-1,13.9,37,-72,17.6,-5.3,-66.7,-17.3,0.300000000000001,-5,-71.7,-34.7,-20.8,-21.8,3.4,39.7,-47
Golden State Warriors,Atlanta Hawks,2017-03-06,21600937,2016-17,9.1,0.274193548387097,57,12.1,8,52,11,75.6,-24.5,146.1,93.6,216.3,6,147.7,22,75.6,-24.5,88.1,40.1,86.3,21.8,14.4,71.9,1.8,23.6,38,109.9,150,238.1,213.6,289.2,311.2,458.9
Houston Rockets,San Antonio Spurs,2017-03-06,21600942,2016-17,-0.9,-0.088472547488941,60,-1.7,-2,44,20,-33.4,-84.4,-22.4,-86.8,48.1,-14.3,59.3,-9.59999999999997,-33.4,-84.4,-34.3,-41.8,61.5,-25.4,47.7,13.8,-2.7,-28.1,19.6,33.4,-8.40000000000001,-42.7,-127.1,-160.5,-170.1,-110.8
Miami Heat,Cleveland Cavaliers,2017-03-06,21600936,2016-17,7.3,-0.228207129846474,60,-2.1,8,30,34,-46.3,-4.40000000000001,54.3,-27.3,53.4,88,-125.8,-32.1,-46.3,-4.40000000000001,27,26.6,-15.6,58,2,-17.6,50.4,108.4,110.4,92.8,119.4,146.4,142,95.7,63.6,-62.2
Milwaukee Bucks,Philadelphia 76ers,2017-03-06,21600934,2016-17,16,0.0880486515071391,60,5.3,14,29,33,25.7,-28.8,-7.70000000000002,65.1,23.5,10.7,-6.8,68.1,25.7,-28.8,-15.9,45.6,10.4,23.6,19.2,-8.8,19.2,42.8,62,53.2,98.8,82.9,54.1,79.8,147.9,141.1
New Orleans Pelicans,Utah Jazz,2017-03-06,21600944,2016-17,-5.3,-0.222222222222222,60,-6.4,-5,25,39,-32.5,4.5,-73.7,-129.9,-86.9,52.8,-61.2,-3.3,-32.5,4.5,-56.2,-99.5,-64.5,25.9,-57.1,-7.4,-9.3,16.6,-40.5,-47.9,-147.4,-203.6,-199.1,-231.6,-234.9,-296.1
New York Knicks,Orlando Magic,2017-03-06,21600935,2016-17,8.5,0.0317460317460317,60,2.9,8,26,38,-35.9,12.6,57.6,69.5,-1.40000000000001,-17.5,-34.7,16.5,-35.9,12.6,70.9,6.99999999999999,35.9,9.2,-2.1,38,-19.5,-10.3,-12.4,25.6,32.6,103.5,116.1,80.2,96.7,62
Sacramento Kings,Denver Nuggets,2017-03-06,21600943,2016-17,-12.6,-0.0483870967741936,59,-4.6,-12,25,38,-5.10000000000001,-25.5,-35.2,-69.1,-30.5,-124.6,46.2,-61,-5.09999999999999,-25.5,-27.7,-8.7,26.4,-14.7,-4.4,30.8,-43.6,-58.3,-62.7,-31.9,-40.6,-68.3,-93.8,-98.9,-159.9,-113.7
Los Angeles Lakers,Dallas Mavericks,2017-03-07,21600947,2016-17,-9.9,-0.117767537122376,60,-3.7,-11,19,45,-38.8,32.4,-109.6,2.3,-19.4,-131.8,-73,-22.9,-38.8,32.4,-108,-73.8,-12.8,-86.3,23.9,-36.7,-43.9,-130.2,-106.3,-143,-216.8,-324.8,-292.4,-331.2,-354.1,-427.1
Portland Trail Blazers,Oklahoma City Thunder,2017-03-07,21600946,2016-17,6.3,-0.129326047358834,57,-1.4,5,27,35,1.7,-41.6,28.1,73.9,1.4,-51.9,9.39999999999999,-52.5,1.7,-41.6,24.4,36.6,-41.9,-13.6,-57,15.1,36.8,23.2,-33.8,-18.7,17.9,42.3,0.699999999999999,2.4,-50.1,-40.7
Washington Wizards,Phoenix Suns,2017-03-07,21600948,2016-17,2.5,0.273224043715847,59,6.9,4,38,24,45.4,37,75.7,66.5,133.9,34,4.49999999999997,46.8,45.4,37,54.9,99.4,36.7,31,-24.3,61,-18.3,12.7,-11.6,49.4,148.8,203.7,240.7,286.1,332.9,337.4
Boston Celtics,Golden State Warriors,2017-03-08,21600959,2016-17,12.6,-0.200396825396825,60,-8.8,13,41,24,-35.6000000000001,-26.6,-86,-110.9,-72.4,-30.6,-52.2,-29.7,-35.6,-26.6,-74.2,-33.4,-28.3,-3.7,-53.2,24.9,-2,-5.7,-58.9,-34,-67.4,-141.6,-168.2,-203.8,-233.5,-285.7
Brooklyn Nets,Atlanta Hawks,2017-03-08,21600950,2016-17,-4.6,-0.36226318484383,57,-5.8,-5,11,52,-95.1,-128,-31.6,-12.8,-0.399999999999991,-34.9,30.8,-33.4,-95.1,-128,7.105427357601E-15,-36.3,-25.5,-40.4,14.7,-40.2,7.8,-32.6,-17.9,-58.1,-94.4,-94.4,-222.4,-317.5,-350.9,-320.1
Chicago Bulls,Orlando Magic,2017-03-08,21600949,2016-17,-7.6,0.132688492063492,60,6.8,-7,31,33,1.20000000000001,22.8,117.9,171,28.7,-10.7,-7.59999999999998,-11.3,1.2,22.8,34,92.2,-4.09999999999999,-12.3,50,-54.1,2.9,-9.4,40.6,-13.5,78.7,112.7,135.5,136.7,125.4,117.8
Detroit Pistons,Indiana Pacers,2017-03-08,21600956,2016-17,-17.1,-0.0158730158730159,58,-1.2,-17,31,33,-50.8,-50.8,-26.7,-56.7,11.2,29.8,49.4,-70,-50.8,-50.8,-5.4,-14.4,51.8,-19.9,15.9,35.9,46.8,26.9,42.8,78.7,64.3,58.9,8.1,-42.7,-112.7,-63.3
New York Knicks,Milwaukee Bucks,2017-03-08,21600952,2016-17,-11.7,-0.0614919354838709,61,-3.4,-11,26,39,-46.3,20.3,70.3,-4.00000000000001,-82.1,-15,-27.4,-18.8,-46.3,20.3,50.5,-9.4,-45.3,19.8,-7.2,-38.1,-22.6,-2.8,-10,-48.1,-57.5,-7,13.3,-33,-51.8,-79.2
Sacramento Kings,San Antonio Spurs,2017-03-08,21600957,2016-17,-7.9,-0.393497183819764,60,-11.6,-10,25,39,-114.8,-100,-31.6,-78.5,-206.5,-87.2,-48.1000000000001,-70.1,-114.8,-100,-48.8,-61.4,-54.4,-32.7,-58.9,4.5,-20.4,-53.1,-112,-107.5,-168.9,-217.7,-317.7,-432.5,-502.6,-550.7
Toronto Raptors,New Orleans Pelicans,2017-03-08,21600953,2016-17,7.9,0.196676587301587,59,6.4,7,38,26,-33.7,40.5,22.4,108.4,76.6,-77.2,86.7,54.6,-33.7,40.5,-4.8,50.7,40.6,-14.5,39.2,1.4,-1.2,-15.7,23.5,24.9,75.6,70.8,111.3,77.6,132.2,218.9
Utah Jazz,Houston Rockets,2017-03-08,21600954,2016-17,6.2,-0.0625,61,-1.4,7,41,24,-23.8,45.3,-42.6,112.8,35.8,-118.6,-13.7,-96.1,-23.8,45.3,-37.6,90,-6,-47.1,2.3,-8.29999999999999,-7.8,-54.9,-52.6,-60.9,29.1,-8.5,36.8,13,-83.1,-96.8
Washington Wizards,Denver Nuggets,2017-03-08,21600958,2016-17,10.1,0.152585765488991,60,1.3,10,39,24,65.8,9.39999999999998,29,8.99999999999999,83.7,-120.3,12.3,-17,65.8,9.4,42.7,63,39.9,-27.1,10.5,29.4,-23.2,-50.3,-39.8,-10.4,52.6,95.3,104.7,170.5,153.5,165.8
Cleveland Cavaliers,Detroit Pistons,2017-03-09,21600960,2016-17,-6.6,0.19304435483871,59,4.5,-5,42,21,13.8,34.4,-1.3,21.3,81.4,40.3,30.8,112.6,13.8,34.4,9.9,5,49.1,-9.3,-7.3,56.4,-36.4,-45.7,-53,3.4,8.4,18.3,52.7,66.5,179.1,209.9
Los Angeles Lakers,Phoenix Suns,2017-03-09,21600964,2016-17,11.8,-0.03125,61,-1.5,12,20,45,-45.6,55.5,-85.7,52.1,-12.8,-100.2,-67.9,8.99999999999997,-45.6,55.5,-85.7,41.2,-48.2,-39.1,-60.3,12.1,-19.2,-58.3,-118.6,-106.5,-65.3,-151,-95.5,-141.1,-132.1,-200
Philadelphia 76ers,Portland Trail Blazers,2017-03-09,21600963,2016-17,-3.7,-0.0704045058883769,60,-4.9,-6,23,41,21.6,-29.4,-51,-154.5,-47.2,-46.8,-14.8,24,21.6,-29.4,-21.2,-78.9,36.8,-23.7,23.7,13.1,-64.1,-87.8,-64.1,-51,-129.9,-151.1,-180.5,-158.9,-134.9,-149.7
San Antonio Spurs,Oklahoma City Thunder,2017-03-09,21600962,2016-17,-8.6,0.246775793650794,59,6.6,-10,50,14,113.4,55.7,17.2,58.1,85,36.1,82.1,36.4,113.4,55.7,18.5,48,69.8,16.9,28.9,40.9,29.6,46.5,75.4,116.3,164.3,182.8,238.5,351.9,388.3,470.4
Boston Celtics,Denver Nuggets,2017-03-10,21600970,2016-17,-19.8,0.177644230769231,61,2.2,-20,41,25,82.1,-39,36.6,-4.8,54.8,-25.8,44.1,-12.6,82.1,-39,36.6,14.5,17.8,-19.7,-7.2,25,6.1,-13.6,-20.8,4.2,18.7,55.3,16.3,98.4,85.8,129.9
Brooklyn Nets,Dallas Mavericks,2017-03-10,21600971,2016-17,-8.3,-0.253968253968254,58,-3.5,-9,11,53,-30.1,-96.1,-137.9,47.4,-6.9,2,-32.8,-26.4,-30.1,-96.1,-85.3,-38.1,-71.7,-26,-34.7,-37,-17.2,-43.2,-77.9,-114.9,-153,-238.3,-334.4,-364.5,-390.9,-423.7
Golden State Warriors,Minnesota Timberwolves,2017-03-10,21600968,2016-17,0.1,0.399801587301587,59,12.3,-1,52,13,39.6,11.6,110.6,191.3,108.7,40.4,93.7,82.8,39.6,11.6,94.4,78.7,22.9,-19.1,23.1,-0.200000000000003,-24.6,-43.7,-20.6,-20.8,57.9,152.3,163.9,203.5,286.3,380
Houston Rockets,Chicago Bulls,2017-03-10,21600966,2016-17,19.6,0.192548076923077,62,5.4,21,45,21,84.4,32.3,-18.4,-54.6,61.3,78.1,133.7,20.7,84.4,32.3,19.1,-22.7,103.6,9.4,12.9,90.7,15.2,24.6,37.5,128.2,105.5,124.6,156.9,241.3,262,395.7
Indiana Pacers,Milwaukee Bucks,2017-03-10,21600967,2016-17,-15.8,0.0394345238095238,60,0,-14,33,32,52.2,14.6,86.9,162,-101.6,-8.6,4.7,-73.4,52.2,14.6,65.8,41.7,-65.2,-2.5,3,-68.2,-10.6,-13.1,-10.1,-78.3,-36.6,29.2,43.8,96,22.6,27.3
Toronto Raptors,Atlanta Hawks,2017-03-10,21600969,2016-17,-8,0.046875,60,5,-6,38,27,-76.8,39.5,0.599999999999994,7.7,86.7,52.4,61.6,59.5,-76.8,39.5,-15.9,-3.3,18.2,1.3,20.5,-2.3,4.7,6,26.5,24.2,20.9,5,44.5,-32.3,27.2,88.8
Washington Wizards,Sacramento Kings,2017-03-10,21600972,2016-17,5.2,0.228422619047619,61,5.9,8,40,24,39.1,60.5,76.7,-21.5,159.8,68.7,46.5,32.3,39.1,60.5,76.7,36.2,24.7,24,-0.100000000000004,24.8,33.1,57.1,57,81.8,118,194.7,255.2,294.3,326.6,373.1
Atlanta Hawks,Memphis Grizzlies,2017-03-11,21600981,2016-17,18.5,0,62,-1.2,17,37,29,28.1,0.500000000000007,-19.5,-15.5,-23.6,-75.2,-5.9,-9.7,28.1,0.499999999999996,-26.1,-30.5,-9.8,-33.4,35.7,-45.5,38.3,4.9,40.6,-4.9,-35.4,-61.5,-61,-32.9,-42.6,-48.5
Cleveland Cavaliers,Orlando Magic,2017-03-11,21600977,2016-17,13.5,0.303030303030303,60,9.6,12,43,21,17,5.39999999999999,87.8,159.8,85.9,-16.1,52.4,26.8,17,5.39999999999999,104.3,81,62.8,-31.9,-25.6,88.4,-13,-44.9,-70.5,17.9,98.9,203.2,208.6,225.6,252.4,304.8
Denver Nuggets,Sacramento Kings,2017-03-11,21600984,2016-17,14.1,0.0769230769230769,62,4.6,13,31,35,-10.9,54.5,18.8,-19.5,53.9,183.2,34.9,23.1,-10.9,54.5,18.8,-33.2,19.1,68.8,7.5,11.6,22.8,91.6,99.1,110.7,77.5,96.3,150.8,139.9,163,197.9
Golden State Warriors,San Antonio Spurs,2017-03-11,21600980,2016-17,-22.7,0.01875,60,4,-22,52,14,-36.9,-18.5,81.1,57.2,-4.80000000000001,64.3,-3,20.5,-36.9,-18.5,61,14,-32.2,-1.3,-19.4,-12.8,-11.8,-13.1,-32.5,-45.3,-31.3,29.7,11.2,-25.7,-5.19999999999999,-8.19999999999999
Minnesota Timberwolves,Milwaukee Bucks,2017-03-11,21600978,2016-17,-6.5,-0.0625,60,-0.7,-7,27,38,-1.19999999999998,89.2,49.1,-21.1,20.1,-24.9,-82.3,-21.7,-1.2,89.2,56.3,-51.5,24.4,21.2,24.2,0.199999999999996,-34.6,-13.4,10.8,11,-40.5,15.8,105,103.8,82.1,-0.199999999999999
New York Knicks,Detroit Pistons,2017-03-11,21600975,2016-17,-19.4,-0.0923076923076923,62,-2.2,-20,26,40,-0.800000000000011,47.3,-4.99999999999999,-72.2,29.4,7.5,-32.6,38,-0.799999999999997,47.3,-7.9,-45.9,-20.5,-18.3,-6,-14.5,7.3,-11,-17,-31.5,-77.4,-85.3,-38,-38.8,-0.799999999999997,-33.4
Phoenix Suns,Dallas Mavericks,2017-03-11,21600982,2016-17,4.2,-0.114423076923077,62,-2.2,2,22,44,32.8,-80.8,-50.1,17.6,-35.4,-27.2,-42.8,-38.5,32.8,-80.8,-50.1,-43.4,2.6,-21.7,-30.6,33.2,-32.5,-54.2,-84.8,-51.6,-95,-145.1,-225.9,-193.1,-231.6,-274.4
Toronto Raptors,Miami Heat,2017-03-11,21600979,2016-17,-15.2,0.107692307692308,61,3.3,-15,38,28,26.1,41.5,-42,-81.8,50,-37.5,99.6,31.1,26.1,41.5,-42,-86.2,-19.5,-17,-27.1,7.59999999999999,-38.9,-55.9,-83,-75.4,-161.6,-203.6,-162.1,-136,-104.9,-5.3
Utah Jazz,Oklahoma City Thunder,2017-03-11,21600973,2016-17,-6.1,0.0769230769230769,62,3.5,-8,41,25,13.2,60.4,44.9,86.2,50.3,-47.8,78.6,-52.6,13.2,60.4,44.9,55.4,18.8,10.8,-4.9,23.7,9.2,20,15.1,38.8,94.2,139.1,199.5,212.7,160.1,238.7
Washington Wizards,Portland Trail Blazers,2017-03-11,21600983,2016-17,-0.2,0.180555555555556,62,2.3,1,41,24,21.6,-4.2,80.9,38.9,9.40000000000001,-52.4,22.1,46.4,21.6,-4.2,94.5,46,46.4,-14.8,11.6,34.8,5.3,-9.5,2.1,36.9,82.9,177.4,173.2,194.8,241.2,263.3
Chicago Bulls,Boston Celtics,2017-03-12,21600985,2016-17,-18.7,-0.144289044289044,62,-2.3,-20,31,35,-44.5,1.70000000000001,-47.8,50.7,14,-81.8,-0.299999999999997,-51.9,-44.5,1.69999999999999,-47.8,-37.5,22.9,-47,36.7,-13.8,-20,-67,-30.3,-44.1,-81.6,-129.4,-127.7,-172.2,-224.1,-224.4
Cleveland Cavaliers,Houston Rockets,2017-03-12,21600989,2016-17,-2.7,-0.00994318181818177,61,-2.6,-5,43,22,-45,-30.2,46,5.39999999999999,-65.5,-60.2,-40.3,-33.7,-45,-30.2,46,27.1,-76.7,-41.7,-37.6,-39.1,-6.5,-48.2,-85.8,-124.9,-97.8,-51.8,-82,-127,-160.7,-201
Miami Heat,Indiana Pacers,2017-03-12,21600987,2016-17,-3.2,-0.0228438228438228,62,1.2,-4,32,35,-67.7,39.5,6.90000000000001,-13.5,83.1,124.3,-46.7,-5.00000000000001,-67.7,39.5,6.90000000000001,56.5,65.8,44.1,19.7,46.1,21.2,65.3,85,131.1,187.6,194.5,234,166.3,161.3,114.6
New York Knicks,Brooklyn Nets,2017-03-12,21600986,2016-17,-6.8,0.222064393939394,63,2.9,-8,26,41,37.8,46.7,87.4,-46.2,3.40000000000001,-20.2,17.8,28.6,37.8,46.7,40.4,15.8,21.8,14.7,16.2,5.6,-18.2,-3.5,12.7,18.3,34.1,74.5,121.2,159,187.6,205.4
Philadelphia 76ers,Los Angeles Lakers,2017-03-12,21600990,2016-17,1.9,0.0461538461538462,61,1.2,2,24,42,35.6,15.9,23.5,-120.2,65,55.8,60.6,0.200000000000017,35.6,15.9,25.8,-55.9,56.9,-4.8,39,17.9,-21.6,-26.4,12.6,30.5,-25.4,0.400000000000006,16.3,51.9,52.1,112.7
Portland Trail Blazers,Phoenix Suns,2017-03-12,21600988,2016-17,9.9,0.104166666666667,60,4.6,9,29,36,-8.40000000000001,45.9,27.2,31.8,63.7,97.7,33.7,-47.8,-8.4,45.9,28.1,40,-38,14.3,11,-49,11.5,25.8,36.8,-12.2,27.8,55.9,101.8,93.4,45.6,79.3
Atlanta Hawks,San Antonio Spurs,2017-03-13,21600994,2016-17,-6.8,-0.224009324009324,63,-8.1,-8,37,30,-36.1,-30.8,-43.2,-18,-109.3,-76.6,-71.4,-84.4,-36.1,-30.8,-43.2,-5,-82.5,-20.3,-3.5,-79,12.4,-7.9,-11.4,-90.4,-95.4,-138.6,-169.4,-205.5,-289.9,-361.3
Dallas Mavericks,Toronto Raptors,2017-03-13,21600992,2016-17,-24.2,-0.144988344988345,62,-7.3,-22,28,38,10.3,27.9,8.30000000000001,-56.1,-48.3,-54.3,-76.6,-14.9,10.3,27.9,8.3,15.4,-2.8,18.3,9.59999999999999,-12.4,27.3,45.6,55.2,42.8,58.2,66.5,94.4,104.7,89.8,13.2
Los Angeles Lakers,Denver Nuggets,2017-03-13,21600998,2016-17,-28.1,-0.166666666666667,63,-7.1,-28,20,47,-6.99999999999998,-29.1,-22.2,-60.5,-81.4,-120.8,-70.2,-36.8,-7,-29.1,-22.2,-37,-66.8,-52.9,-52,-14.8,-24,-76.9,-128.9,-143.7,-180.7,-202.9,-232,-239,-275.8,-346
Milwaukee Bucks,Memphis Grizzlies,2017-03-13,21600993,2016-17,-24.8,-0.0531468531468531,64,-0.7,-20,32,34,-72.7,-52.8,-52.5,-33.1,-51.3,83.7,37.7,37.9,-72.7,-52.8,-52.5,-24.4,-7.8,33.7,-16.2,8.4,52.6,86.3,70.1,78.5,54.1,1.6,-51.2,-123.9,-86,-48.3
Orlando Magic,Sacramento Kings,2017-03-13,21600997,2016-17,-6,-0.0205789235639982,63,-2.3,-5,24,44,-13.9,-9.39999999999998,-26.9,-164,19.3,91.7,-28,42.8,-13.9,-9.40000000000002,-26.9,-91.1,5.2,21,29.7,-24.5,13.4,34.4,64.1,39.6,-51.5,-78.4,-87.8,-101.7,-58.9,-86.9
Washington Wizards,Minnesota Timberwolves,2017-03-13,21600995,2016-17,-15.7,0.215384615384615,63,2.6,-15,41,25,30.3,29.1,91.6,101,-56.4,64.6,-23.9,-7.105427357601E-15,30.3,29.1,86.6,71,-48.1,-20.9,-0.800000000000001,-47.3,11.6,-9.3,-10.1,-57.4,13.6,100.2,129.3,159.6,159.6,135.7
Detroit Pistons,Cleveland Cavaliers,2017-03-14,21600999,2016-17,-36.6,-0.161538461538462,61,-4.5,-32,33,34,27.1,-40.1,-44.1,6.5,-130.7,91.8,-64.8,-59.1,27.1,-40.1,-44.1,-35.2,-25.3,71.7,-14.1,-11.2,15.2,86.9,72.8,61.6,26.4,-17.7,-57.8,-30.7,-89.8,-154.6
Indiana Pacers,New York Knicks,2017-03-14,21601001,2016-17,-7.4,0.127091813658978,62,3.4,-6,34,33,6.09999999999999,-5.99999999999999,81.9,83.5,0.399999999999999,37.7,14.6,39.9,6.1,-5.99999999999999,81.9,-4.59999999999999,-14.6,24.3,-19.7,5.1,13.6,37.9,18.2,23.3,18.7,100.6,94.6,100.7,140.6,155.2
Oklahoma City Thunder,Brooklyn Nets,2017-03-14,21601000,2016-17,16.9,0.375990675990676,62,7.3,18,38,29,88.9,37.3,48.8,-36.2,127,5.6,-14.1,69.4,88.9,37.3,11.3,10.1,80.3,-21.3,7.9,72.4,16.2,-5.1,2.8,75.2,85.3,96.6,133.9,222.8,292.2,278.1
